Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"1317 S Mills Ave Lodi, CA 95242-3900",199000,205000,2000,1401,0.11,12/14/2010,5/7/2011,6/3/2011,144
Sold,"1740 Lake St Lodi, CA 95242-2437",154900,162000,1982,1906,0.06,1/1/2011,1/19/2011,2/25/2011,18
Sold,"1701 Mariposa Lodi, CA 95242",141750,133000,1955,1080,0.13,1/16/2011,6/6/2011,6/27/2011,100
Sold,"1543 Bird Ln Lodi, CA 95242-3914",298500,295000,2005,1764,0.11,7/13/2010,7/19/2010,9/3/2010,6
Sold,"739 James St Lodi, CA 95242-2208",89900,89900,1951,1900,0.17,7/22/2010,10/18/2010,12/17/2010,88
Sold,"1619 Barkley Ln Lodi, CA 95242-3919",206000,202000,2003,1675,0.11,7/26/2010,12/7/2010,12/23/2010,134
Sold,"1018 S Mills Ave Lodi, CA 95242-3873",199500,175000,1972,1690,0.16,7/28/2010,9/8/2010,11/10/2010,42
Sold,"400 Virginia Ave Lodi, CA 95242-3444",189900,170000,1963,1428,0.19,8/26/2010,3/5/2011,7/14/2011,74
Sold,"140 S Corinth Lodi, CA 95242",225000,218000,1953,2116,0.21,2/2/2011,4/1/2011,4/21/2011,58
Sold,"1346 Pippen Ln Lodi, CA 95242-3920",183900,189000,2003,1675,0.08,2/2/2011,4/19/2011,5/19/2011,76
Sold,"161 S Corinth Ave Lodi, CA 95242-3051",147000,125500,1953,2832,0.19,2/2/2011,11/3/2011,12/27/2011,171
Sold,"1118 S Mills Ave Lodi, CA 95242-3833",149900,155000,1973,1916,0.17,2/10/2011,2/15/2011,2/25/2011,5
Sold,"1800 Robert St Lodi, CA 95242-2230",129900,135500,1957,1116,0.13,2/11/2011,2/23/2011,2/25/2011,7
Sold,"14 N Pinewood Ct Lodi, CA 95242-3152",184900,172000,1984,1557,0.11,2/14/2011,3/10/2011,3/31/2011,24
Sold,"1248 Stonebridge Dr Lodi, CA 95242-9178",335000,300000,2005,2163,0.13,2/15/2011,4/7/2011,5/18/2011,51
Sold,"1923 Tienda Dr Lodi, CA 95242-3996",280000,270000,1999,2220,0.13,2/17/2011,6/16/2011,7/20/2011,119
Sold,"41 N Loma Dr Lodi, CA 95242-3125",215000,215000,1963,1830,0.17,2/21/2011,6/3/2011,6/29/2011,102
Sold,"1202 Millsbridge Pl Lodi, CA 95242-3906",319900,310000,2002,2545,0.13,2/24/2011,8/25/2011,10/7/2011,182
Sold,"1912 Royal Crest Dr Lodi, CA 95242-3848",199000,190000,1972,1847,0.17,3/1/2011,6/4/2011,6/30/2011,95
Sold,"744 James St Lodi, CA 95242-2207",124900,135000,1953,1420,0.17,3/17/2011,3/31/2011,5/6/2011,14
Sold,"1132 Lakehome Dr Lodi, CA 95242-2336",237560,210000,1964,2407,0.14,3/19/2011,5/31/2011,6/30/2011,73
Sold,"509 Westwood Ave Lodi, CA 95242-2456",106900,93000,1955,983,0.14,1/21/2011,4/14/2011,6/10/2011,83
Sold,"1700 W Elm St Lodi, CA 95242-2915",175000,175000,1956,1590,0.14,1/24/2011,3/11/2011,4/8/2011,46
Sold,"1110 Tudor St Lodi, CA 95242-3856",155000,155000,1974,1300,0.16,1/26/2011,9/21/2011,11/10/2011,202
Sold,"1913 W Lodi Ave Lodi, CA 95242-3124",169500,174000,1961,1744,0.13,1/29/2011,3/1/2011,4/26/2011,31
Sold,"819 James St Lodi, CA 95242-2210",159900,123900,1949,2251,0.18,4/17/2011,4/17/2011,4/20/2011,0
Sold,"1925 Crystalwood Ln Lodi, CA 95242-3999",239000,234000,2001,1698,0.12,4/20/2011,7/5/2011,8/9/2011,76
Sold,"220 S Mills Ave Lodi, CA 95242-3140",169900,177000,1961,1730,0.16,4/28/2011,5/3/2011,5/27/2011,5
Sold,"743 N Loma Dr Lodi, CA 95242-2214",134950,122000,1956,1040,0.17,4/28/2011,6/21/2011,6/24/2011,54
Sold,"32 S Corinth Ave Lodi, CA 95242-3108",141700,140000,1956,1114,0.12,5/11/2011,5/25/2011,6/28/2011,14
Sold,"510 Charleston Way Lodi, CA 95242-3407",189900,193000,1961,1580,0.19,5/11/2011,5/19/2011,6/27/2011,8
Sold,"1102 W Turner Rd Lodi, CA 95242-2353",299950,250000,1938,1946,0.32,5/13/2011,4/11/2012,5/4/2012,334
Sold,"1275 Lakeshore Dr Lodi, CA 95242-3925",259950,257000,2005,1638,0.11,5/16/2011,5/31/2011,6/30/2011,15
Sold,"1825 Jackson St Lodi, CA 95242-3112",184500,185000,1962,1563,0.19,5/20/2011,5/26/2011,7/22/2011,6
Sold,"1801 Colette St Lodi, CA 95242-2502",150000,152500,1958,1080,0.14,5/27/2011,7/1/2011,8/2/2011,35
Sold,"322 Westwood Ave Lodi, CA 95242-2451",97000,94000,1955,808,0.14,6/7/2011,6/30/2011,9/1/2011,23
Sold,"1907 Crystalwood Ln Lodi, CA 95242-3999",229900,225550,2001,1534,0.13,3/18/2011,4/5/2011,4/26/2011,18
Sold,"311 Virginia Ave Lodi, CA 95242-3450",169900,169900,1963,1634,0.2,3/22/2011,8/13/2011,11/9/2011,142
Sold,"1706 Mariposa Way Lodi, CA 95242-2535",109000,107000,1954,882,0.13,3/26/2011,10/5/2011,11/9/2011,141
Sold,"839 S Mills Ave Lodi, CA 95242-3565",209900,195000,1972,1875,0.17,3/27/2011,9/28/2011,10/13/2011,170
Sold,"1506 W Elm St Lodi, CA 95242-2911",134900,134900,1955,1276,0.13,4/10/2011,4/22/2011,6/24/2011,12
Sold,"1589 Monroe Ln Lodi, CA 95242-3921",179950,179950,2003,1481,0.08,4/14/2011,5/24/2011,5/25/2011,40
Sold,"1120 Tudor St Lodi, CA 95242-3856",149950,143000,1973,1515,0.14,4/18/2011,6/13/2011,7/12/2011,45
Sold,"1901 W Tokay St Lodi, CA 95242-3441",199900,185000,1965,1760,0.18,12/8/2011,2/28/2012,3/29/2012,73
Sold,"1528 Mariposa Way Lodi, CA 95242-2531",140000,135000,1954,1472,0.13,4/15/2011,6/6/2011,7/15/2011,52
Sold,"150 S Corinth Ave Lodi, CA 95242-3050",254000,250000,1954,2147,0.18,7/21/2011,10/1/2011,12/7/2011,72
Sold,"1913 Robert St Lodi, CA 95242-2233",74900,74900,1958,924,0.12,8/30/2011,9/13/2011,10/5/2011,14
Sold,"1812 W Locust St Lodi, CA 95242-2520",164500,164500,1960,1422,0.13,8/31/2011,9/15/2011,11/16/2011,15
Sold,"1908 Bridgewood Dr Lodi, CA 95242-3905",279000,290000,2002,2430,0.13,9/5/2011,2/6/2012,3/28/2012,136
Sold,"1718 W Locust St Lodi, CA 95242-2945",114950,118000,1960,1224,0.13,9/7/2011,9/19/2011,1/9/2012,12
Sold,"27 N Corinth Ave Lodi, CA 95242-3107",136900,130000,1956,1289,0.18,9/21/2011,10/3/2011,10/26/2011,12
Sold,"1010 Stafford St Lodi, CA 95242-3850",199500,186000,1972,1895,0.16,10/1/2011,1/31/2012,4/27/2012,122
Sold,"835 S Mills Ave Lodi, CA 95242-3565",249950,230000,1970,1654,0.16,10/7/2011,3/11/2012,4/12/2012,156
Sold,"300 S Mills Ave Lodi, CA 95242-3424",219000,215000,1968,1830,0.2,10/18/2011,1/26/2012,3/1/2012,100
Sold,"310 N Mills Ave Lodi, CA 95242-2542",164000,164000,1961,1324,0.11,5/24/2011,5/26/2011,7/27/2011,2
Sold,"1818 W Walnut St Lodi, CA 95242-3160",176000,176000,1962,1160,0.15,10/24/2011,10/26/2011,11/30/2011,2
Sold,"1906 W Lockeford St Lodi, CA 95242-2518",99900,85000,1953,1107,0.2,10/25/2011,12/1/2011,12/27/2011,37
Sold,"1813 W Elm St Lodi, CA 95242-2918",184500,184500,1960,1482,0.13,11/4/2011,2/28/2012,3/23/2012,116
Sold,"251 S Corinth Ave Lodi, CA 95242-3053",115000,107000,1953,1068,0.19,6/14/2011,7/15/2011,8/31/2011,31
Sold,"1906 W Walnut St Lodi, CA 95242-3161",155500,155000,1963,1180,0.15,11/6/2011,11/14/2011,12/30/2011,8
Sold,"250 Ticknor Ct Lodi, CA 95242-3024",284900,284900,1972,3087,0.15,11/11/2011,9/3/2012,11/28/2012,290
Sold,"1117 Tudor St Lodi, CA 95242-3857",149500,153000,1974,1570,0.14,6/16/2011,6/25/2011,7/27/2011,4
Sold,"511 S Mills Ave Lodi, CA 95242-3429",249000,239000,1964,1964,0.23,6/29/2011,8/16/2011,10/6/2011,48
Sold,"736 N Mills Ave Lodi, CA 95242-2225",69000,69000,1953,817,0.17,7/11/2011,12/27/2011,1/24/2012,169
Sold,"1626 Royal Crest Dr Lodi, CA 95242-3842",120000,119000,1973,1264,0.15,11/5/2011,5/14/2012,8/17/2012,191
Sold,"1913 W Robert St Lodi, CA 95242-2233",129800,122000,1958,1100,0.12,11/18/2011,11/29/2011,1/13/2012,11
Sold,"427 Cross St Lodi, CA 95242-2404",69000,70000,1954,780,0.14,11/21/2011,2/1/2012,3/5/2012,72
Sold,"1619 W Elm St Lodi, CA 95242-2914",201900,198000,1956,1667,0.15,7/15/2011,8/10/2011,8/31/2011,26
Sold,"1611 Magic Ln Lodi, CA 95242-3913",335000,330000,2003,2437,0.12,1/16/2012,4/12/2012,5/30/2012,87
Sold,"1731 W Lodi Ave Lodi, CA 95242-3120",130000,120000,1961,1020,0.13,1/18/2012,2/15/2012,3/6/2012,17
Sold,"806 James St Lodi, CA 95242-2209",129900,135000,1953,1450,0.15,1/24/2012,2/6/2012,3/12/2012,13
Sold,"1248 Stonebridge Dr Lodi, CA 95242-9178",339000,339000,2005,2163,0.13,1/31/2012,1/31/2012,3/30/2012,0
Sold,"433 S Clowe Ct Lodi, CA 95242-3409",212000,212000,1980,1877,0.15,2/16/2012,7/23/2012,11/23/2012,31
Sold,"1609 Barkley Ln Lodi, CA 95242-3919",175000,165000,2003,1481,0.08,2/17/2012,9/30/2012,4/22/2013,226
Sold,"1609 Bird Ln Lodi, CA 95242-3915",245000,230000,2003,1622,0.11,2/17/2012,2/17/2012,3/23/2012,0
Sold,"1615 Bird Ln Lodi, CA 95242-3915",245000,230000,2003,1622,0.11,2/17/2012,2/17/2012,3/23/2012,0
Sold,"1906 Lake St Lodi, CA 95242-2441",150000,148000,1964,1142,0.11,2/18/2012,3/27/2013,5/10/2013,163
Sold,"1935 Tienda Dr Lodi, CA 95242-3996",234950,225000,1999,1840,0.13,2/23/2012,3/28/2012,5/14/2012,34
Sold,"736 James St Lodi, CA 95242-2207",135000,142500,1950,1845,0.17,2/26/2012,3/30/2012,4/24/2012,33
Sold,"1620 Corbin Ln Lodi, CA 95242-3411",259000,238000,1965,1678,0.2,2/29/2012,3/6/2012,4/6/2012,6
Sold,"500 S Mills Ave Lodi, CA 95242-3428",229000,229000,1964,1767,0.16,3/6/2012,6/4/2012,7/19/2012,81
Sold,"901 N Loma Dr Lodi, CA 95242-2218",149000,149000,1953,1748,0.15,3/22/2012,3/30/2012,5/4/2012,8
Sold,"1812 Lake St Lodi, CA 95242-2439",154900,152500,1965,1272,0.11,3/23/2012,3/29/2012,4/13/2012,6
Sold,"1233 Stonebridge Dr Lodi, CA 95242-9178",289000,289000,2006,1849,0.12,4/6/2012,4/9/2012,5/10/2012,3
Sold,"741 Atherton Dr Lodi, CA 95242-3505",299000,290000,1981,2259,0.15,4/13/2012,8/1/2012,10/26/2012,110
Sold,"1914 Bridgewood Dr Lodi, CA 95242-3905",199900,198000,2001,1698,0.12,12/16/2011,2/15/2012,3/13/2012,61
Sold,"1500 Lake St Lodi, CA 95242-2433",158250,145000,1953,1489,0.17,12/16/2011,2/2/2012,3/28/2012,34
Sold,"1900 Mariposa Way Lodi, CA 95242-2539",139000,146000,1961,1377,0.14,5/29/2012,6/21/2012,7/13/2012,23
Sold,"514 Howard St Lodi, CA 95242-2507",84900,97000,1964,872,0.11,6/6/2012,6/22/2012,7/13/2012,16
Sold,"1717 W Lodi Ave Lodi, CA 95242-3120",169950,170000,1965,1554,0.14,6/6/2012,6/22/2012,9/21/2012,16
Sold,"54 N Corinth Ave Lodi, CA 95242-3106",129900,140000,1956,1140,0.13,6/10/2012,6/21/2012,9/21/2012,11
Sold,"1938 Bridgewood Dr Lodi, CA 95242-3905",234900,230000,2000,1780,0.14,6/14/2012,9/28/2012,10/24/2012,105
Sold,"1519 W Elm St Lodi, CA 95242-2912",179900,185000,1955,1562,0.13,6/20/2012,10/13/2012,11/14/2012,115
Sold,"940 Virginia Ave Lodi, CA 95242-3582",244900,235000,1974,2183,0.16,6/28/2012,8/20/2012,10/5/2012,53
Sold,"1621 W Tokay St Lodi, CA 95242",325000,318000,1966,2226,0.16,10/12/2012,10/12/2012,12/6/2012,0
Sold,"1706 W Lockeford St Lodi, CA 95242-2514",105000,125000,1954,1080,0.13,6/27/2012,7/12/2012,8/27/2012,15
Sold,"732 James St Lodi, CA 95242-2207",90000,85500,1951,1294,0.17,7/1/2012,8/29/2012,2/20/2013,59
Sold,"1334 Lakeshore Dr Lodi, CA 95242-3924",184900,199500,2003,1675,0.09,7/18/2012,7/30/2012,8/31/2012,12
Sold,"540 Charleston Way Lodi, CA 95242-3407",254750,240000,1966,1685,0.21,7/27/2012,8/20/2012,10/5/2012,24
Sold,"1596 Barkley Ln Lodi, CA 95242-3918",179000,184000,2003,1481,0.09,8/1/2012,8/2/2012,8/29/2012,1
Sold,"1912 W Pine St Lodi, CA 95242-3150",150000,160000,1963,1053,0.13,10/26/2012,11/3/2012,6/14/2013,8
Sold,"1548 Bird Ln Lodi, CA 95242-3914",340000,340000,2005,2304,0.12,4/21/2012,6/18/2012,7/18/2012,23
Sold,"1611 Kent Dr Lodi, CA 95242-3828",125000,125000,1974,1482,0.13,4/18/2012,4/3/2013,4/15/2013,103
Sold,"415 Cross St Lodi, CA 95242-2404",77888,85000,1954,780,0.14,4/27/2012,5/4/2012,8/17/2012,7
Sold,"57 N Corinth Ave Lodi, CA 95242",143500,159900,1956,1128,0.17,5/4/2012,5/11/2012,5/23/2012,7
Sold,"1219 Stonebridge Dr Lodi, CA 95242-9178",230800,245000,2005,2680,0.16,5/10/2012,9/19/2012,11/9/2012,83
Sold,"744 James St Lodi, CA 95242-2207",165000,165000,1953,1420,0.17,5/16/2012,6/30/2012,8/8/2012,35
Sold,"1771 Corbin Ct Lodi, CA 95242-3410",294900,293000,1963,2991,0.18,8/26/2012,11/6/2012,12/14/2012,72
Sold,"1707 Tienda Dr Lodi, CA 95242-3936",358000,358000,2006,2272,0.17,8/28/2012,9/7/2012,10/17/2012,10
Sold,"1600 W Lockeford St Lodi, CA 95242-2550",142000,142000,1954,1205,0.16,9/10/2012,9/14/2012,10/23/2012,4
Sold,"1724 Capell Dr Lodi, CA 95242-3100",195000,188000,1964,1306,0.15,9/11/2012,9/13/2012,9/28/2012,2
Sold,"720 N Mills Ave Lodi, CA 95242-2225",107000,108000,1953,1017,0.17,9/12/2012,10/4/2012,11/9/2012,22
Sold,"600 Virginia Ave Lodi, CA 95242-3447",252900,247000,1965,1652,0.18,10/5/2012,11/18/2012,12/27/2012,44
Sold,"1626 Royal Crest Dr Lodi, CA 95242-3842",209500,205000,1973,1264,0.15,10/11/2012,11/27/2012,12/31/2012,41
Sold,"551 S Mills Ave Lodi, CA 95242-3429",259900,259900,1965,1799,0.21,10/16/2012,10/19/2012,11/29/2012,3
Sold,"1918 Robert St Lodi, CA 95242-2232",159000,152000,1957,1254,0.11,6/27/2012,7/6/2012,8/17/2012,9
Sold,"1021 S Mills Ave Lodi, CA 95242-3834",214900,201000,1972,1704,0.17,10/16/2012,1/18/2013,3/1/2013,88
Sold,"705 Westwood Ave Lodi, CA 95242-2460",145000,144500,1954,1103,0.17,7/10/2012,7/11/2012,8/10/2012,0
Sold,"711 Westwood Ave Lodi, CA 95242-2460",143000,132870,1951,1383,0.17,10/17/2012,10/23/2012,5/31/2013,6
Sold,"1334 Pippen Ln Lodi, CA 95242-3920",189000,189000,2003,1675,0.1,10/19/2012,12/29/2012,1/11/2013,12
Sold,"601 N Loma Dr Lodi, CA 95242-2237",249000,249000,1963,2524,0.18,8/3/2012,11/26/2012,12/28/2012,112
Sold,"520 Westwood Ave Lodi, CA 95242-2455",97000,106700,1955,808,0.14,8/10/2012,10/12/2012,11/7/2012,14
Sold,"1717 W Vine St Lodi, CA 95242-3867",208000,215000,1972,2070,0.16,8/12/2012,8/16/2012,1/3/2013,4
Sold,"1913 W Walnut St Lodi, CA 95242-3162",144000,139405,1961,1104,0.13,8/15/2012,8/31/2012,11/14/2012,16
Sold,"554 N Loma Dr Lodi, CA 95242",15000,11000,9999,608,0.12,1/13/2012,10/15/2012,10/31/2012,276
Sold,"1311 S Mills Ave Lodi, CA 95242-3900",295000,295000,2001,1831,0.13,1/14/2013,1/25/2013,3/8/2013,11
Sold,"433 Clowe Ct Lodi, CA 95242-3409",290000,290000,1980,1877,0.15,1/26/2013,2/13/2013,3/7/2013,8
Sold,"1582 Monroe Ln Lodi, CA 95242-3921",189900,197200,2004,1675,0.08,1/30/2013,2/5/2013,2/27/2013,6
Sold,"431 S Mills Ave Lodi, CA 95242-3427",325000,330000,1963,2237,0.27,2/1/2013,2/6/2013,3/13/2013,5
Sold,"241 S Corinth Ave Lodi, CA 95242-3053",145000,150000,1952,1032,0.19,2/2/2013,2/21/2013,3/21/2013,4
Sold,"541 Virginia Ave Lodi, CA 95242-3446",259900,265000,1965,1428,0.16,2/2/2013,2/10/2013,3/8/2013,8
Sold,"401 Charleston Way Lodi, CA 95242-3406",249950,244500,1963,1585,0.23,2/13/2013,2/19/2013,4/1/2013,6
Sold,"526 Howard St Lodi, CA 95242-2507",155000,160000,1945,1546,0.1,2/14/2013,7/29/2013,9/18/2013,7
Sold,"1912 Jackson St Lodi, CA 95242-3113",234900,234000,1961,1338,0.13,2/24/2013,3/25/2013,4/26/2013,29
Sold,"1324 Lakeshore Dr Lodi, CA 95242-3924",175000,191000,2003,1037,0.09,3/2/2013,3/8/2013,4/4/2013,6
Sold,"1157 S Mills Ave Lodi, CA 95242-3900",289000,289000,2001,1642,0.12,7/11/2013,7/11/2013,8/13/2013,0
Sold,"1326 W Turner Rd Rd Lodi, CA 95242-2200",142000,142000,1938,1128,0.16,3/6/2013,5/23/2013,6/19/2013,33
Sold,"521 Howard St Lodi, CA 95242-2508",199900,200000,1964,1300,0.11,3/8/2013,4/9/2013,5/21/2013,32
Sold,"541 Virginia Ave Lodi, CA 95242-3446",120000,150000,1965,1428,0.16,10/27/2012,10/28/2012,11/13/2012,1
Sold,"1912 Jackson St Lodi, CA 95242-3113",145000,153000,1961,1338,0.13,11/26/2012,12/3/2012,2/11/2013,7
Sold,"635 Atherton Dr Lodi, CA 95242-3402",329000,330000,1980,2473,0.17,11/28/2012,1/18/2013,1/31/2013,51
Sold,"1813 Robert St Lodi, CA 95242-2231",137900,135000,1960,1117,0.12,12/28/2012,4/15/2013,4/30/2013,93
Sold,"1900 W Lodi Ave Lodi, CA 95242-3123",225000,212000,1962,1701,0.21,1/16/2013,1/25/2013,2/28/2013,9
Sold,"1351 Lakeshore Dr Lodi, CA 95242-3937",465000,455000,2006,3012,0.14,1/5/2013,2/8/2013,3/26/2013,34
Sold,"912 Virginia Ave Lodi, CA 95242-3582",255000,255000,1971,1769,0.16,1/14/2013,1/18/2013,4/5/2013,4
Sold,"530 Virginia Ave Lodi, CA 95242",279950,279950,1965,1769,0.1687,9/7/2013,9/8/2013,10/2/2013,1
Sold,"544 Westwood Ave Lodi, CA 95242-2455",159900,168000,1941,1083,0.2,4/10/2013,5/16/2013,7/16/2013,20
Sold,"1208 Millsbridge Pl Lodi, CA 95242-3906",389900,390000,2001,1930,0.12,4/24/2013,5/26/2013,7/9/2013,32
Sold,"320 Kensington Way Lodi, CA 95242-3418",275000,286000,1962,1575,0.26,5/1/2013,5/7/2013,5/31/2013,6
Sold,"705 Cross St Lodi, CA 95242",165000,165000,1952,1513,0.17,5/6/2013,10/3/2013,10/18/2013,0
Sold,"1901 W Tokay St Lodi, CA 95242-3441",259000,299000,1965,1760,0.18,5/9/2013,5/14/2013,6/13/2013,5
Sold,"1608 BIRD Ln Lodi, CA 95242-3915",379950,370000,2003,2135,0.122,10/24/2013,2/14/2014,3/12/2014,113
Sold,"818 James St Lodi, CA 95242",159900,160000,1953,1103,0.13,5/14/2013,5/21/2013,6/10/2013,7
Sold,"1334 Lakeshore Dr Lodi, CA 95242",249900,252500,2003,1675,0.09,6/13/2013,6/17/2013,8/6/2013,4
Sold,"1293 Lakeshore Dr Lodi, CA 95242-3925",369000,355000,2005,1645,0.11,6/16/2013,7/23/2013,8/16/2013,33
Sold,"1518 W Locust St Lodi, CA 95242",218000,218000,1955,1166,0.14,6/21/2013,6/28/2013,7/17/2013,7
Sold,"708 James St Lodi, CA 95242",205000,190000,1967,1232,0.11,7/22/2013,7/27/2013,8/15/2013,5
Sold,"1808 W Lockeford St Lodi, CA 95242-2516",149950,150000,1930,868,0.22,7/23/2013,9/5/2013,9/20/2013,20
Sold,"116 S Loma Dr Lodi, CA 95242-3126",215000,200000,1962,1248,0.1377,1/3/2014,2/13/2014,2/27/2014,41
Sold,"400 S Mills Ave Lodi, CA 95242-3426",429000,418000,1963,2263,0.31,8/1/2013,8/11/2013,9/13/2013,10
Sold,"1125 Ash Dr Lodi, CA 95242-3802",159000,180000,1967,1025,0.11,3/18/2013,3/21/2013,6/12/2013,3
Sold,"1919 Santa Ynez Dr Lodi, CA 95242-3157",229900,230000,1963,1152,0.13,8/5/2013,8/5/2013,8/30/2013,0
Sold,"1701 Holly Dr Lodi, CA 95242-2430",169900,160000,1948,1656,0.14,3/18/2013,3/25/2013,4/25/2013,7
Sold,"740 N LOMA Dr Lodi, CA 95242-2213",250000,250000,1949,1626,0.14,3/25/2013,4/20/2013,5/10/2013,3
Sold,"732 James St Lodi, CA 95242",159000,158000,1951,1294,0.17,3/28/2013,4/8/2013,5/24/2013,11
Sold,"1585 Monroe Ln Lodi, CA 95242-3921",235000,235000,2004,1481,0.08,8/8/2013,8/14/2013,9/18/2013,6
Sold,"1937 Crystalwood Ln Lodi, CA 95242-3999",294500,305000,2001,1756,0.14,8/12/2013,8/22/2013,9/30/2013,10
Sold,"1275 Lakeshore Dr Lodi, CA 95242",339000,351000,2005,1638,0.1158,8/16/2013,8/19/2013,9/13/2013,3
Sold,"517 Virginia Ave Lodi, CA 95242-3446",288800,288800,1965,1559,0.16,4/2/2013,4/5/2013,5/15/2013,3
Sold,"1725 W Vine Lodi, CA 95242",150000,185000,1972,1619,0.16,4/4/2013,4/9/2013,5/1/2013,5
Sold,"300 Westwood Ave Lodi, CA 95242-2451",179000,181000,1954,1040,0.1157,9/11/2013,9/15/2013,10/17/2013,4
Sold,"730 N Loma Lodi, CA 95242",184900,184900,1948,1033,0.14,9/13/2013,9/18/2013,11/29/2013,5
Sold,"1134 Lakehome Dr Lodi, CA 95242-2336",239950,235000,1964,1416,0.1492,9/23/2013,10/25/2013,1/23/2014,32
Sold,"2000 W Tokay Lodi, CA 95240-2",259000,263000,1969,1543,0.1983,9/23/2013,10/18/2013,11/15/2013,25
Sold,"170 S Corinth Ave Lodi, CA 95242",229950,225000,1953,1553,0.1882,11/11/2013,11/18/2013,12/20/2013,7
Sold,"1134 W Turner Rd Lodi, CA 95242-2353",249900,250000,1938,2270,0.2358,11/19/2013,12/13/2013,1/31/2014,24
Sold,"1611 Kent Lodi, CA 95242",289900,289000,1974,1482,0.1392,11/18/2013,12/4/2013,1/28/2014,16
Sold,"526 Howard St Lodi, CA 95242-2507",235000,225000,1945,1546,0.1,11/19/2013,3/19/2014,4/18/2014,113
Sold,"408 Westwood Ave Lodi, CA 95242-2453",185500,180000,1954,1068,0.1408,11/27/2013,12/10/2013,1/24/2014,13
Sold,"1531 Park St Lodi, CA 95242-3840",193000,193000,1968,1220,0.1314,12/17/2013,1/20/2014,1/31/2014,34
Sold,"524 N Mills Ave Lodi, CA 95242-2219",150000,150400,1962,960,0.1221,1/21/2014,1/23/2014,3/14/2014,2
Sold,"1801 W Lodi Ave Lodi, CA 95242-3122",234950,200500,1962,1248,0.1286,1/28/2014,3/6/2014,3/28/2014,37
Sold,"1731 W Lodi Ave Lodi, CA 95242-3120",199000,189000,1961,1020,0.13,1/29/2014,2/27/2014,4/3/2014,29
Sold,"1716 Magic Ln Lodi, CA 95242-3928",441000,435500,2005,2202,0.1562,3/17/2014,3/25/2014,5/7/2014,8
Sold,"1582 Monroe Ln Lodi, CA 95242",248000,248000,2004,1675,0.0873,3/24/2014,3/24/2014,4/21/2014,0
Sold,"705 Westwood Ave Lodi, CA 95242-2460",215000,208000,1954,1103,0.1744,3/28/2014,4/2/2014,5/7/2014,5
Sold,"1800 walnut Lodi, CA 95242-3160",290000,285000,1962,1785,0.16,4/9/2014,4/16/2014,6/27/2014,7
Sold,"720 N Mills Ave Lodi, CA 95242",179500,179500,1953,1017,0.173,8/23/2013,9/1/2013,10/22/2013,9
Sold,"1725 W Vine St Lodi, CA 95242-3867",308000,308000,1972,1619,0.162,8/25/2013,10/3/2013,11/1/2013,39
Sold,"1821 W Tokay St Lodi, CA 95242-3439",259950,257950,1966,1783,0.1607,9/7/2013,10/14/2013,11/22/2013,37
Sold,"4 N Corinth Ave Lodi, CA 95242-3106",185000,190000,1956,1112,0.1538,8/11/2014,9/3/2014,10/2/2014,20
Sold,"1924 Crystalwood Ln Lodi, CA 95242",359000,362000,2001,1756,0.1286,5/2/2014,6/11/2014,7/11/2014,18
Sold,"310 N Mills Ave Lodi, CA 95242-2542",225000,225000,1961,1324,0.1148,5/7/2014,7/11/2014,8/16/2014,65
Sold,"1812 Mariposa Way Lodi, CA 95242-2537",217000,223000,1967,1174,0.127,5/12/2014,5/16/2014,6/26/2014,4
Sold,"1334 Pippen Ln Lodi, CA 95242",275000,270000,2003,1675,0.1046,5/16/2014,6/17/2014,7/25/2014,32
Sold,"1627 Bird Ln Lodi, CA 95242",479000,460000,2003,2226,0.16,6/2/2014,6/6/2014,6/18/2014,4
Sold,"1308 Lakeshore Dr Lodi, CA 95242-3924",284500,277500,2003,1675,0.1032,6/2/2014,6/20/2014,7/18/2014,18
Sold,"1311 S Mills Ave Lodi, CA 95242-3900",339900,338000,2001,1831,0.1306,6/2/2014,6/30/2014,8/11/2014,28
Sold,"1525 Holly Dr Lodi, CA 95242-2426",219000,209000,1951,1203,0.1708,6/2/2014,6/20/2014,7/31/2014,18
Sold,"1718 Lockeford St Lodi, CA 95242",209000,199000,1954,1453,0.1492,6/30/2014,9/4/2014,11/5/2014,66
Sold,"1807 Holly Dr Lodi, CA 95242-2204",215000,199500,1953,1128,0.1339,7/2/2014,8/5/2014,9/9/2014,34
Sold,"728 Howard St Lodi, CA 95242-2431",312000,310000,1948,1891,0.1405,7/7/2014,8/12/2014,9/19/2014,36
Sold,"932 S Mills Ave Lodi, CA 95242",329950,325000,1973,1834,0.1951,6/20/2014,7/12/2014,8/29/2014,22
Sold,"1928 Creekwood Dr Lodi, CA 95242",329900,329900,2001,1857,0.1252,8/6/2014,9/21/2014,11/10/2014,46
Sold,"1901 Avalon Ave Lodi, CA 95242-3805",329900,320000,1973,1906,0.214,7/21/2014,8/24/2014,9/22/2014,28
Sold,"1263 Lakeshore Dr Lodi, CA 95242-3925",398800,385000,2006,1795,0.1158,8/1/2014,8/7/2014,8/28/2014,6
Sold,"227 N Loma Dr Lodi, CA 95242-2525",250000,236000,1955,2181,0.1869,7/31/2014,10/16/2014,11/18/2014,72
Sold,"1346 Pippen Ln Lodi, CA 95242",239900,241500,2003,1675,0.0886,8/5/2014,10/25/2014,11/14/2014,81
